"month","day","hour","daypart","season1","good_weather","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count"
"August","Friday",5,"1","0","1","3","0","1","1",24.6,31.06,56,8.9981,26
"August","Friday",6,"1","0","1","3","0","1","1",25.42,31.06,50,8.9981,76
"August","Friday",7,"2","0","1","3","0","1","1",26.24,31.06,44,11.0014,264
"August","Friday",8,"2","0","1","3","0","1","1",27.88,31.82,39,15.0013,426
"August","Friday",9,"2","0","1","3","0","1","1",29.52,32.575,34,8.9981,205
"August","Friday",10,"2","0","1","3","0","1","1",30.34,32.575,33,7.0015,130
"August","Friday",11,"3","0","1","3","0","1","1",31.16,33.335,29,0,156
"August","Friday",12,"3","0","1","3","0","1","1",32.8,34.85,27,0,222
"August","Friday",13,"3","0","1","3","0","1","1",31.98,34.09,29,6.0032,253
"August","Friday",14,"3","0","1","3","0","1","1",32.8,34.85,29,12.998,186
"August","Friday",15,"3","0","1","3","0","1","1",32.8,34.85,29,11.0014,249
"August","Friday",16,"4","0","1","3","0","1","1",33.62,35.605,28,0,334
"August","Friday",17,"4","0","1","3","0","1","1",33.62,35.605,26,0,516
"August","Friday",18,"4","0","1","3","0","1","1",31.16,34.09,40,19.9995,465
"August","Friday",19,"4","0","1","3","0","1","1",30.34,33.335,42,15.0013,385
"August","Friday",20,"4","0","1","3","0","1","1",29.52,32.575,42,15.0013,287
"August","Friday",21,"5","0","1","3","0","1","1",28.7,32.575,48,8.9981,226
"August","Friday",22,"5","0","1","3","0","1","1",27.88,31.82,51,0,231
"August","Friday",23,"5","0","1","3","0","1","1",27.88,31.82,51,0,151
"August","Saturday",0,"1","0","1","3","0","0","1",27.88,31.82,51,7.0015,84
"August","Saturday",1,"1","0","1","3","0","0","2",27.88,31.82,57,6.0032,77
"August","Saturday",2,"1","0","1","3","0","0","1",27.88,31.82,57,0,74
"August","Saturday",3,"1","0","1","3","0","0","1",27.06,31.06,65,8.9981,27
"August","Saturday",4,"1","0","1","3","0","0","2",26.24,30.305,73,8.9981,10
"August","Saturday",5,"1","0","1","3","0","0","1",26.24,30.305,73,7.0015,18
"August","Saturday",6,"1","0","1","3","0","0","1",26.24,30.305,73,6.0032,22
"August","Saturday",7,"2","0","1","3","0","0","2",27.06,31.06,74,12.998,44
"August","Saturday",8,"2","0","1","3","0","0","2",28.7,32.575,65,11.0014,118
"August","Saturday",9,"2","0","1","3","0","0","2",28.7,33.335,74,11.0014,208
"August","Saturday",10,"2","0","1","3","0","0","2",29.52,34.85,74,15.0013,260
"August","Saturday",11,"3","0","1","3","0","0","2",30.34,34.85,70,12.998,314
"August","Saturday",12,"3","0","1","3","0","0","2",27.06,29.545,89,11.0014,421
"August","Saturday",13,"3","0","1","3","0","0","2",30.34,35.605,74,22.0028,153
"August","Saturday",14,"3","0","1","3","0","0","1",30.34,34.85,70,16.9979,259
"August","Saturday",15,"3","0","0","3","0","0","3",27.88,31.82,79,23.9994,358
"August","Saturday",16,"4","0","1","3","0","0","2",28.7,33.335,74,19.0012,281
"August","Saturday",17,"4","0","1","3","0","0","2",29.52,34.85,74,16.9979,269
"August","Saturday",18,"4","0","1","3","0","0","1",28.7,33.335,74,15.0013,292
"August","Saturday",19,"4","0","1","3","0","0","2",27.88,31.82,79,19.0012,237
"August","Saturday",20,"4","0","1","3","0","0","2",27.88,31.82,83,15.0013,183
"August","Saturday",21,"5","0","1","3","0","0","2",27.88,31.82,83,26.0027,167
"August","Saturday",22,"5","0","1","3","0","0","2",27.88,31.82,83,26.0027,154
"August","Saturday",23,"5","0","1","3","0","0","2",27.06,30.305,83,22.0028,120
"August","Sunday",0,"1","0","0","3","0","0","3",27.06,30.305,83,19.9995,90
"August","Sunday",1,"1","0","0","3","0","0","3",26.24,28.79,89,15.0013,73
"August","Sunday",2,"1","0","0","3","0","0","3",26.24,28.79,89,15.0013,62
"August","Sunday",3,"1","0","1","3","0","0","2",26.24,28.03,94,16.9979,27
"August","Sunday",4,"1","0","0","3","0","0","3",26.24,28.03,94,12.998,3
"August","Sunday",5,"1","0","1","3","0","0","2",26.24,28.03,94,11.0014,10
"August","Sunday",6,"1","0","1","3","0","0","2",26.24,28.03,94,7.0015,6
"August","Sunday",7,"2","0","1","3","0","0","2",27.06,29.545,89,12.998,24
"August","Sunday",8,"2","0","1","3","0","0","2",27.06,29.545,89,19.0012,41
"August","Sunday",9,"2","0","0","3","0","0","3",27.06,29.545,89,19.0012,103
"August","Sunday",10,"2","0","1","3","0","0","1",28.7,33.335,79,15.0013,183
"August","Sunday",11,"3","0","1","3","0","0","1",28.7,33.335,79,12.998,198
"August","Sunday",12,"3","0","1","3","0","0","2",28.7,33.335,79,15.0013,281
"August","Sunday",13,"3","0","1","3","0","0","1",29.52,34.85,74,16.9979,377
"August","Sunday",14,"3","0","1","3","0","0","1",30.34,34.85,70,12.998,370
"August","Sunday",15,"3","0","1","3","0","0","1",30.34,34.85,66,12.998,331
"August","Sunday",16,"4","0","1","3","0","0","1",30.34,34.85,66,11.0014,292
"August","Sunday",17,"4","0","1","3","0","0","1",31.16,35.605,62,8.9981,329
"August","Sunday",18,"4","0","1","3","0","0","1",30.34,34.85,66,11.0014,347
"August","Sunday",19,"4","0","1","3","0","0","1",29.52,34.85,74,15.0013,259
"August","Sunday",20,"4","0","1","3","0","0","1",28.7,33.335,84,11.0014,193
"August","Sunday",21,"5","0","0","3","0","0","3",24.6,27.275,88,32.9975,155
"August","Sunday",22,"5","0","0","3","0","0","3",24.6,27.275,88,32.9975,39
"August","Sunday",23,"5","0","0","3","0","0","3",24.6,28.03,83,0,27
"August","Monday",0,"1","0","0","3","0","1","3",24.6,27.275,88,6.0032,25
"August","Monday",1,"1","0","1","3","0","1","2",24.6,27.275,88,8.9981,10
"August","Monday",2,"1","0","1","3","0","1","2",24.6,28.03,83,0,3
"August","Monday",3,"1","0","1","3","0","1","1",24.6,28.03,83,12.998,7
"August","Monday",4,"1","0","1","3","0","1","1",24.6,28.03,83,8.9981,5
"August","Monday",5,"1","0","1","3","0","1","2",24.6,27.275,88,12.998,17
"August","Monday",6,"1","0","1","3","0","1","1",24.6,27.275,88,16.9979,90
"August","Monday",7,"2","0","1","3","0","1","1",24.6,27.275,88,16.9979,258
"August","Monday",8,"2","0","1","3","0","1","1",26.24,29.545,78,22.0028,355
"August","Monday",9,"2","0","1","3","0","1","1",26.24,29.545,78,22.0028,222
"August","Monday",10,"2","0","1","3","0","1","1",27.88,31.82,69,19.0012,141
"August","Monday",11,"3","0","1","3","0","1","2",29.52,34.09,62,16.9979,153
"August","Monday",12,"3","0","1","3","0","1","1",30.34,34.09,58,19.0012,178
"August","Monday",13,"3","0","1","3","0","1","1",31.98,35.605,52,19.0012,193
"August","Monday",14,"3","0","1","3","0","1","1",30.34,34.09,55,6.0032,151
"August","Monday",15,"3","0","0","3","0","1","3",30.34,34.09,55,19.9995,182
"August","Monday",16,"4","0","1","3","0","1","1",30.34,34.09,55,22.0028,283
"August","Monday",17,"4","0","1","3","0","1","1",30.34,33.335,51,19.0012,530
"August","Monday",18,"4","0","1","3","0","1","1",28.7,32.575,65,12.998,483
"August","Monday",19,"4","0","1","3","0","1","1",28.7,32.575,65,0,397
"August","Monday",20,"4","0","1","3","0","1","1",27.06,31.06,74,8.9981,285
"August","Monday",21,"5","0","1","3","0","1","1",27.06,31.06,65,12.998,184
"August","Monday",22,"5","0","1","3","0","1","1",27.06,31.06,69,16.9979,98
"August","Monday",23,"5","0","1","3","0","1","1",26.24,30.305,69,15.0013,88
"August","Tuesday",0,"1","0","1","3","0","1","1",26.24,30.305,69,7.0015,31
"August","Tuesday",1,"1","0","1","3","0","1","1",26.24,30.305,69,11.0014,16
"August","Tuesday",2,"1","0","1","3","0","1","1",25.42,29.545,73,15.0013,4
"August","Tuesday",3,"1","0","1","3","0","1","1",25.42,29.545,73,15.0013,6
"August","Tuesday",4,"1","0","1","3","0","1","1",26.24,30.305,69,19.9995,5
"August","Tuesday",5,"1","0","1","3","0","1","1",25.42,29.545,73,19.0012,30
"August","Tuesday",6,"1","0","1","3","0","1","1",25.42,29.545,73,22.0028,119
"August","Tuesday",7,"2","0","1","3","0","1","1",26.24,30.305,69,16.9979,346
"August","Tuesday",8,"2","0","1","3","0","1","1",28.7,32.575,58,30.0026,441
"August","Tuesday",9,"2","0","1","3","0","1","1",27.88,31.82,61,19.0012,198
"August","Tuesday",10,"2","0","1","3","0","1","1",28.7,32.575,58,26.0027,111
"August","Tuesday",11,"3","0","1","3","0","1","1",30.34,33.335,51,15.0013,150
"August","Tuesday",12,"3","0","1","3","0","1","1",31.16,34.09,48,22.0028,162
"August","Tuesday",13,"3","0","1","3","0","1","1",31.16,34.09,48,19.9995,192
"August","Tuesday",14,"3","0","1","3","0","1","1",31.16,34.09,45,27.9993,182
"August","Tuesday",15,"3","0","1","3","0","1","1",32.8,35.605,41,19.9995,159
"August","Tuesday",16,"4","0","1","3","0","1","1",32.8,35.605,41,15.0013,303
"August","Tuesday",17,"4","0","1","3","0","1","1",31.16,34.09,45,22.0028,600
"August","Tuesday",18,"4","0","1","3","0","1","1",31.16,34.09,45,15.0013,570
"August","Tuesday",19,"4","0","1","3","0","1","1",30.34,33.335,48,12.998,376
"August","Tuesday",20,"4","0","1","3","0","1","1",30.34,33.335,51,0,280
"August","Tuesday",21,"5","0","1","3","0","1","1",29.52,33.335,54,0,215
"August","Tuesday",22,"5","0","1","3","0","1","1",28.7,32.575,61,0,152
"August","Tuesday",23,"5","0","1","3","0","1","1",27.06,31.06,65,8.9981,77
"August","Wednesday",0,"1","0","1","3","0","1","1",27.06,31.06,69,6.0032,24
"August","Wednesday",1,"1","0","1","3","0","1","1",26.24,30.305,73,11.0014,14
"August","Wednesday",2,"1","0","1","3","0","1","1",27.06,31.06,69,0,6
"August","Wednesday",3,"1","0","1","3","0","1","1",26.24,29.545,78,0,5
"August","Wednesday",4,"1","0","1","3","0","1","1",26.24,30.305,73,0,5
"August","Wednesday",5,"1","0","1","3","0","1","1",26.24,30.305,73,0,28
"August","Wednesday",6,"1","0","1","3","0","1","1",25.42,29.545,78,0,105
"August","Wednesday",7,"2","0","1","3","0","1","1",27.06,31.06,65,6.0032,308
"August","Wednesday",8,"2","0","1","3","0","1","1",28.7,32.575,54,11.0014,487
"August","Wednesday",9,"2","0","1","3","0","1","1",30.34,33.335,48,6.0032,209
"August","Wednesday",10,"2","0","1","3","0","1","1",31.16,34.09,43,6.0032,118
"August","Wednesday",11,"3","0","1","3","0","1","1",31.98,34.85,43,7.0015,128
"August","Wednesday",12,"3","0","1","3","0","1","1",32.8,36.365,43,19.0012,189
"August","Wednesday",13,"3","0","1","3","0","1","1",32.8,35.605,41,12.998,176
"August","Wednesday",14,"3","0","1","3","0","1","1",33.62,36.365,36,11.0014,192
"August","Wednesday",15,"3","0","1","3","0","1","1",32.8,36.365,43,8.9981,159
"August","Wednesday",16,"4","0","1","3","0","1","1",33.62,37.12,43,15.0013,300
"August","Wednesday",17,"4","0","1","3","0","1","1",32.8,37.12,49,15.0013,552
"August","Wednesday",18,"4","0","1","3","0","1","1",31.16,34.85,55,16.9979,556
"August","Wednesday",19,"4","0","1","3","0","1","1",31.16,34.85,55,15.0013,347
"August","Wednesday",20,"4","0","1","3","0","1","1",30.34,34.09,58,16.9979,280
"August","Wednesday",21,"5","0","1","3","0","1","1",29.52,34.09,62,15.0013,230
"August","Wednesday",22,"5","0","1","3","0","1","1",28.7,32.575,65,12.998,171
"August","Wednesday",23,"5","0","1","3","0","1","1",28.7,32.575,65,19.0012,105
"August","Thursday",0,"1","0","1","3","0","1","1",27.88,31.82,65,8.9981,56
"August","Thursday",1,"1","0","1","3","0","1","2",27.06,31.06,65,11.0014,24
"August","Thursday",2,"1","0","1","3","0","1","1",27.06,31.06,65,15.0013,6
"August","Thursday",3,"1","0","1","3","0","1","1",27.06,31.06,69,19.0012,6
"August","Thursday",4,"1","0","1","3","0","1","1",26.24,30.305,73,15.0013,9
"August","Thursday",5,"1","0","1","3","0","1","1",26.24,29.545,78,19.0012,27
"August","Thursday",6,"1","0","1","3","0","1","2",26.24,29.545,78,16.9979,103
"August","Thursday",7,"2","0","1","3","0","1","1",26.24,29.545,78,19.9995,308
"August","Thursday",8,"2","0","1","3","0","1","1",27.06,31.06,74,19.0012,420
"August","Thursday",9,"2","0","1","3","0","1","1",29.52,34.09,66,16.9979,228
"August","Thursday",10,"2","0","1","3","0","1","1",30.34,34.85,66,16.9979,129
"August","Thursday",11,"3","0","1","3","0","1","1",31.16,35.605,58,16.9979,141
"August","Thursday",12,"3","0","1","3","0","1","1",32.8,37.12,52,19.0012,173
"August","Thursday",13,"3","0","1","3","0","1","1",32.8,37.12,52,23.9994,187
"August","Thursday",14,"3","0","1","3","0","1","1",33.62,37.88,46,22.0028,182
"August","Thursday",15,"3","0","1","3","0","1","1",32.8,36.365,46,23.9994,174
"August","Thursday",16,"4","0","1","3","0","1","1",32.8,36.365,46,23.9994,245
"August","Thursday",17,"4","0","0","3","0","1","3",32.8,36.365,46,19.9995,409
"August","Thursday",18,"4","0","0","3","0","1","3",31.16,34.85,55,16.9979,274
"August","Thursday",19,"4","0","1","3","0","1","1",27.06,30.305,83,7.0015,141
"August","Thursday",20,"4","0","1","3","0","1","1",27.06,30.305,83,7.0015,165
"August","Thursday",21,"5","0","1","3","0","1","2",27.88,31.82,79,0,149
"August","Thursday",22,"5","0","1","3","0","1","2",28.7,33.335,74,7.0015,135
"August","Thursday",23,"5","0","1","3","0","1","2",28.7,33.335,74,8.9981,114
"August","Friday",0,"1","0","0","3","0","1","3",27.88,31.82,69,12.998,62
"August","Friday",1,"1","0","0","3","0","1","3",26.24,28.79,89,0,20
"August","Friday",2,"1","0","0","3","0","1","3",26.24,28.79,83,0,8
"August","Friday",3,"1","0","1","3","0","1","1",26.24,29.545,78,0,3
"August","Friday",4,"1","0","1","3","0","1","1",26.24,28.79,83,0,8
"August","Friday",5,"1","0","1","3","0","1","1",26.24,28.79,83,0,17
"August","Friday",6,"1","0","1","3","0","1","1",26.24,28.79,83,0,93
"August","Friday",7,"2","0","1","3","0","1","2",27.06,30.305,83,6.0032,263
"August","Friday",8,"2","0","1","3","0","1","2",27.06,30.305,83,0,398
"August","Friday",9,"2","0","1","3","0","1","1",28.7,32.575,65,8.9981,218
"August","Friday",10,"2","0","1","3","0","1","1",29.52,34.09,62,6.0032,165
"August","Friday",11,"3","0","1","3","0","1","2",29.52,34.09,66,6.0032,165
"August","Friday",12,"3","0","1","3","0","1","2",30.34,34.09,62,6.0032,222
"August","Friday",13,"3","0","1","3","0","1","2",31.16,35.605,62,12.998,232
"August","Friday",14,"3","0","1","3","0","1","1",31.98,36.365,55,12.998,220
"August","Friday",15,"3","0","1","3","0","1","1",32.8,37.12,49,7.0015,222
"August","Friday",16,"4","0","1","3","0","1","1",32.8,37.12,49,0,327
"August","Friday",17,"4","0","1","3","0","1","1",31.16,35.605,58,35.0008,527
"August","Friday",18,"4","0","1","3","0","1","1",31.16,35.605,58,35.0008,425
"August","Friday",19,"4","0","0","3","0","1","3",25.42,29.545,73,31.0009,165
"August","Friday",20,"4","0","0","3","0","1","3",25.42,28.79,83,19.9995,58
"August","Friday",21,"5","0","1","3","0","1","1",25.42,28.79,83,8.9981,107
"August","Friday",22,"5","0","1","3","0","1","1",24.6,27.275,88,8.9981,122
"August","Friday",23,"5","0","1","3","0","1","2",24.6,27.275,88,6.0032,106
"September","Thursday",0,"1","0","1","3","0","1","1",24.6,28.79,78,7.0015,51
"September","Thursday",1,"1","0","1","3","0","1","1",24.6,29.545,73,6.0032,21
"September","Thursday",2,"1","0","1","3","0","1","1",23.78,27.275,78,6.0032,25
"September","Thursday",3,"1","0","1","3","0","1","1",23.78,27.275,78,6.0032,14
"September","Thursday",4,"1","0","1","3","0","1","1",22.96,26.515,83,6.0032,7
"September","Thursday",5,"1","0","1","3","0","1","1",22.96,26.515,73,6.0032,23
"September","Thursday",6,"1","0","1","3","0","1","1",24.6,28.79,78,0,105
"September","Thursday",7,"2","0","1","3","0","1","1",24.6,28.79,78,0,342
"September","Thursday",8,"2","0","1","3","0","1","1",25.42,29.545,73,8.9981,498
"September","Thursday",9,"2","0","1","3","0","1","1",26.24,30.305,69,7.0015,207
"September","Thursday",10,"2","0","1","3","0","1","1",27.88,31.82,61,8.9981,138
"September","Thursday",11,"3","0","1","3","0","1","1",29.52,33.335,51,8.9981,192
"September","Thursday",12,"3","0","1","3","0","1","2",29.52,33.335,51,8.9981,229
"September","Thursday",13,"3","0","1","3","0","1","2",29.52,33.335,48,6.0032,219
"September","Thursday",14,"3","0","0","3","0","1","3",29.52,33.335,54,16.9979,198
"September","Thursday",15,"3","0","1","3","0","1","1",29.52,33.335,51,8.9981,174
"September","Thursday",16,"4","0","1","3","0","1","1",30.34,33.335,51,12.998,308
"September","Thursday",17,"4","0","1","3","0","1","1",29.52,33.335,54,16.9979,628
"September","Thursday",18,"4","0","1","3","0","1","1",29.52,33.335,54,15.0013,531
"September","Thursday",19,"4","0","1","3","0","1","1",28.7,32.575,58,11.0014,443
"September","Thursday",20,"4","0","1","3","0","1","1",27.06,31.06,61,15.0013,280
"September","Thursday",21,"5","0","1","3","0","1","2",27.06,31.06,57,12.998,177
"September","Thursday",22,"5","0","1","3","0","1","2",27.06,31.06,57,15.0013,179
"September","Thursday",23,"5","0","1","3","0","1","1",26.24,30.305,65,16.9979,126
"September","Friday",0,"1","0","1","3","0","1","1",26.24,30.305,65,12.998,64
"September","Friday",1,"1","0","0","3","0","1","3",25.42,29.545,73,7.0015,32
"September","Friday",2,"1","0","0","3","0","1","3",25.42,29.545,73,7.0015,20
"September","Friday",3,"1","0","1","3","0","1","2",24.6,28.03,83,11.0014,8
"September","Friday",4,"1","0","1","3","0","1","1",24.6,28.03,83,6.0032,4
"September","Friday",5,"1","0","1","3","0","1","2",24.6,28.03,83,8.9981,20
"September","Friday",6,"1","0","1","3","0","1","1",24.6,28.03,83,8.9981,76
"September","Friday",7,"2","0","1","3","0","1","1",24.6,28.03,83,7.0015,259
"September","Friday",8,"2","0","1","3","0","1","1",25.42,29.545,78,12.998,456
"September","Friday",9,"2","0","1","3","0","1","2",25.42,28.79,83,7.0015,220
"September","Friday",10,"2","0","1","3","0","1","2",26.24,30.305,76,11.0014,140
"September","Friday",11,"3","0","1","3","0","1","2",27.06,31.06,74,7.0015,192
"September","Friday",12,"3","0","1","3","0","1","2",27.06,31.06,69,15.0013,260
"September","Friday",13,"3","0","1","3","0","1","2",27.88,31.82,65,8.9981,279
"September","Friday",14,"3","0","1","3","0","1","2",28.7,32.575,61,7.0015,283
"September","Friday",15,"3","0","1","3","0","1","2",28.7,32.575,61,16.9979,346
"September","Friday",16,"4","0","1","3","0","1","2",28.7,32.575,61,8.9981,381
"September","Friday",17,"4","0","1","3","0","1","2",27.88,31.82,65,11.0014,455
"September","Friday",18,"4","0","1","3","0","1","2",27.88,31.82,65,12.998,355
"September","Friday",19,"4","0","1","3","0","1","1",27.06,31.06,69,8.9981,287
"September","Friday",20,"4","0","1","3","0","1","1",26.24,30.305,73,0,196
"September","Friday",21,"5","0","1","3","0","1","2",26.24,30.305,73,6.0032,149
"September","Friday",22,"5","0","1","3","0","1","2",26.24,30.305,73,11.0014,147
"September","Friday",23,"5","0","1","3","0","1","2",26.24,30.305,73,11.0014,98
"September","Saturday",0,"1","0","1","3","0","0","2",26.24,30.305,73,7.0015,87
"September","Saturday",1,"1","0","1","3","0","0","2",26.24,30.305,69,16.9979,74
"September","Saturday",2,"1","0","1","3","0","0","2",26.24,30.305,69,15.0013,41
"September","Saturday",3,"1","0","1","3","0","0","1",25.42,29.545,73,11.0014,35
"September","Saturday",4,"1","0","1","3","0","0","1",25.42,29.545,73,11.0014,7
"September","Saturday",5,"1","0","1","3","0","0","1",25.42,30.305,69,12.998,12
"September","Saturday",6,"1","0","1","3","0","0","1",25.42,29.545,73,11.0014,23
"September","Saturday",7,"2","0","1","3","0","0","1",25.42,29.545,73,12.998,38
"September","Saturday",8,"2","0","1","3","0","0","1",26.24,30.305,69,11.0014,89
"September","Saturday",9,"2","0","1","3","0","0","2",27.06,31.06,69,16.9979,201
"September","Saturday",10,"2","0","0","3","0","0","3",27.06,31.06,65,16.9979,258
"September","Saturday",11,"3","0","0","3","0","0","3",27.06,31.06,69,19.0012,194
"September","Saturday",12,"3","0","1","3","0","0","1",28.7,32.575,61,15.0013,257
"September","Saturday",13,"3","0","1","3","0","0","1",28.7,32.575,65,15.0013,353
"September","Saturday",14,"3","0","1","3","0","0","2",29.52,34.09,66,11.0014,380
"September","Saturday",15,"3","0","1","3","0","0","1",29.52,34.09,70,11.0014,388
"September","Saturday",16,"4","0","1","3","0","0","1",29.52,34.09,70,12.998,374
"September","Saturday",17,"4","0","1","3","0","0","1",29.52,34.09,70,15.0013,371
"September","Saturday",18,"4","0","1","3","0","0","1",29.52,34.09,70,11.0014,339
"September","Saturday",19,"4","0","1","3","0","0","1",28.7,33.335,74,8.9981,295
"September","Saturday",20,"4","0","1","3","0","0","1",28.7,33.335,79,11.0014,219
"September","Saturday",21,"5","0","1","3","0","0","1",27.88,31.82,83,8.9981,164
"September","Saturday",22,"5","0","1","3","0","0","1",27.88,31.82,83,7.0015,162
"September","Saturday",23,"5","0","1","3","0","0","1",27.06,31.06,85,8.9981,123
"September","Sunday",0,"1","0","1","3","0","0","1",27.06,29.545,89,12.998,109
"September","Sunday",1,"1","0","1","3","0","0","1",27.06,30.305,83,8.9981,75
"September","Sunday",2,"1","0","1","3","0","0","1",27.06,30.305,83,12.998,60
"September","Sunday",3,"1","0","1","3","0","0","1",26.24,28.79,89,12.998,43
"September","Sunday",4,"1","0","1","3","0","0","1",26.24,28.79,83,11.0014,4
"September","Sunday",5,"1","0","1","3","0","0","1",26.24,28.79,83,8.9981,6
"September","Sunday",6,"1","0","1","3","0","0","1",26.24,28.79,84,15.0013,3
"September","Sunday",7,"2","0","1","3","0","0","1",27.06,30.305,78,12.998,30
"September","Sunday",8,"2","0","1","3","0","0","1",27.06,30.305,78,11.0014,70
"September","Sunday",9,"2","0","1","3","0","0","1",27.06,30.305,78,11.0014,189
"September","Sunday",10,"2","0","1","3","0","0","1",28.7,33.335,74,8.9981,297
"September","Sunday",11,"3","0","1","3","0","0","1",30.34,34.85,70,11.0014,337
"September","Sunday",12,"3","0","1","3","0","0","1",31.16,36.365,66,11.0014,435
"September","Sunday",13,"3","0","1","3","0","0","2",31.98,37.12,62,19.0012,419
"September","Sunday",14,"3","0","1","3","0","0","1",31.98,37.88,66,22.0028,361
"September","Sunday",15,"3","0","1","3","0","0","1",31.98,37.88,66,19.0012,410
"September","Sunday",16,"4","0","1","3","0","0","1",32.8,38.635,59,15.0013,337
"September","Sunday",17,"4","0","1","3","0","0","1",31.16,36.365,66,15.0013,376
"September","Sunday",18,"4","0","1","3","0","0","1",31.16,36.365,66,12.998,356
"September","Sunday",19,"4","0","1","3","0","0","1",30.34,34.85,70,12.998,328
"September","Sunday",20,"4","0","1","3","0","0","1",30.34,34.85,70,19.9995,229
"September","Sunday",21,"5","0","1","3","0","0","1",29.52,34.85,74,16.9979,207
"September","Sunday",22,"5","0","1","3","0","0","2",29.52,34.85,74,19.0012,155
"September","Sunday",23,"5","0","1","3","0","0","2",29.52,34.09,70,11.0014,104
"September","Monday",0,"1","0","1","3","1","0","2",28.7,33.335,74,15.0013,97
"September","Monday",1,"1","0","1","3","1","0","2",27.88,31.82,79,7.0015,54
"September","Monday",2,"1","0","1","3","1","0","2",27.88,31.82,79,11.0014,39
"September","Monday",3,"1","0","1","3","1","0","2",27.88,31.82,74,19.9995,16
"September","Monday",4,"1","0","1","3","1","0","2",27.88,31.82,69,19.0012,8
"September","Monday",5,"1","0","1","3","1","0","2",27.06,31.06,74,11.0014,6
"September","Monday",6,"1","0","1","3","1","0","2",27.06,31.06,74,8.9981,11
"September","Monday",7,"2","0","1","3","1","0","1",27.06,31.06,74,11.0014,41
"September","Monday",8,"2","0","1","3","1","0","2",27.06,30.305,78,12.998,101
"September","Monday",9,"2","0","0","3","1","0","3",27.88,31.82,74,11.0014,152
"September","Monday",10,"2","0","1","3","1","0","2",28.7,32.575,70,11.0014,244
"September","Monday",11,"3","0","1","3","1","0","2",28.7,33.335,74,11.0014,308
"September","Monday",12,"3","0","1","3","1","0","2",29.52,34.09,70,12.998,353
"September","Monday",13,"3","0","1","3","1","0","2",30.34,34.85,70,8.9981,389
"September","Monday",14,"3","0","1","3","1","0","1",30.34,34.85,70,11.0014,357
"September","Monday",15,"3","0","1","3","1","0","2",27.88,31.82,79,19.0012,253
"September","Monday",16,"4","0","1","3","1","0","2",27.88,31.82,79,19.0012,284
"September","Monday",17,"4","0","1","3","1","0","2",27.06,29.545,89,7.0015,114
"September","Monday",18,"4","0","1","3","1","0","1",27.06,29.545,89,6.0032,123
"September","Monday",19,"4","0","0","3","1","0","3",27.06,29.545,94,7.0015,175
"September","Monday",20,"4","0","0","3","1","0","3",27.06,29.545,94,16.9979,82
"September","Monday",21,"5","0","1","3","1","0","2",27.06,29.545,94,19.9995,60
"September","Monday",22,"5","0","1","3","1","0","2",24.6,27.275,88,39.0007,64
"September","Monday",23,"5","0","0","3","1","0","3",22.96,26.515,88,26.0027,20
"September","Tuesday",0,"1","0","0","3","0","1","3",22.14,25.76,94,23.9994,8
"September","Tuesday",2,"1","0","0","3","0","1","3",22.14,25.76,94,16.9979,2
"September","Tuesday",3,"1","0","0","3","0","1","3",22.14,25.76,94,19.9995,1
"September","Tuesday",4,"1","0","1","3","0","1","2",22.14,25.76,94,19.9995,4
"September","Tuesday",5,"1","0","0","3","0","1","3",22.14,25.76,88,23.9994,21
"September","Tuesday",6,"1","0","1","3","0","1","2",22.14,25.76,88,22.0028,72
"September","Tuesday",7,"2","0","1","3","0","1","2",22.14,25.76,83,23.9994,172
"September","Tuesday",8,"2","0","0","3","0","1","3",22.14,25.76,83,26.0027,364
"September","Tuesday",9,"2","0","1","3","0","1","2",22.14,25.76,81,27.9993,185
"September","Tuesday",10,"2","0","0","3","0","1","3",22.14,25.76,83,23.9994,106
"September","Tuesday",11,"3","0","0","3","0","1","3",22.14,25.76,83,26.0027,89
"September","Tuesday",12,"3","0","0","3","0","1","3",22.14,25.76,83,26.0027,67
"September","Tuesday",13,"3","0","0","3","0","1","3",22.14,25.76,88,19.9995,29
"September","Tuesday",14,"3","0","0","3","0","1","3",22.14,25.76,88,19.0012,24
"September","Tuesday",15,"3","0","0","3","0","1","3",22.14,25.76,94,26.0027,89
"September","Tuesday",16,"4","0","0","3","0","1","3",22.14,25.76,94,26.0027,106
"September","Tuesday",17,"4","0","1","3","0","1","2",22.14,25.76,88,26.0027,291
"September","Tuesday",18,"4","0","1","3","0","1","2",22.14,25.76,88,26.0027,373
"September","Tuesday",19,"4","0","1","3","0","1","2",22.14,25.76,88,27.9993,281
"September","Tuesday",20,"4","0","0","3","0","1","3",22.14,25.76,88,19.9995,163
"September","Tuesday",21,"5","0","0","3","0","1","3",22.14,25.76,88,19.0012,121
"September","Tuesday",22,"5","0","1","3","0","1","2",22.14,25.76,94,22.0028,84
"September","Tuesday",23,"5","0","0","3","0","1","3",22.14,25.76,94,16.9979,58
"September","Wednesday",0,"1","0","1","3","0","1","2",22.14,25.76,94,15.0013,13
"September","Wednesday",1,"1","0","0","3","0","1","3",22.14,25.76,94,16.9979,5
"September","Wednesday",2,"1","0","1","3","0","1","2",22.14,25.76,94,15.0013,6
"September","Wednesday",3,"1","0","0","3","0","1","3",22.96,26.515,94,8.9981,2
"September","Wednesday",4,"1","0","0","3","0","1","3",22.96,26.515,94,11.0014,4
