"Elevation","Soil_Type","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Horizontal_Distance_To_Hydrology","Hillshade_3pm","Aspect","Cover_Type"
0.214,2,0.194,0.126,4,0.375,0.433,0.303,4
0.216,2,0.188,0.118,4,0.356,0.811,0.661,4
0.222,6,0.185,0.114,4,0.346,0.787,0.628,4
0.223,3,0.179,0.106,4,0.327,0.425,0.444,4
0.213,3,0.173,0.098,4,0.288,0.315,0.4,4
0.209,3,0.17,0.094,4,0.269,0.295,0.375,4
0.202,3,0.167,0.09,4,0.251,0.232,0.35,4
0.191,3,0.161,0.082,4,0.215,0.528,0.475,4
0.193,3,0.159,0.079,4,0.198,0.689,0.561,4
0.195,3,0.151,0.067,4,0.152,0.362,0.453,4
0.192,3,0.149,0.064,4,0.137,0.252,0.414,4
0.184,3,0.146,0.06,4,0.125,0.197,0.381,4
0.17,3,0.142,0.054,4,0.107,0.173,0.322,4
0.162,3,0.14,0.05,4,0.089,0.154,0.297,4
0.153,3,0.138,0.047,4,0.068,0.114,0.292,4
0.142,3,0.136,0.044,4,0.048,0.138,0.306,4
0.135,3,0.134,0.042,4,0.03,0.209,0.325,4
0.125,4,0.129,0.036,4,0,0.669,0.939,4
0.154,1,0.122,0.05,4,0.068,0.909,0.739,3
0.241,5,0.138,0.105,4,0.195,0.713,0.892,6
0.226,5,0.161,0.114,4,0.091,0.445,0.061,6
0.088,14,0.063,0.077,4,0,0.374,0.289,4
0.084,14,0.059,0.073,4,0,0.555,0.053,4
0.101,10,0.025,0.048,4,0.077,0.228,0.128,3
0.684,39,0.561,0.382,1,0.03,0.453,0.172,7
0.537,32,0.196,0.174,3,0.339,0.65,0.836,2
0.502,31,0.296,0.107,3,0.215,0.681,0.642,5
0.503,31,0.292,0.11,3,0.215,0.697,0.761,5
0.553,31,0.222,0.177,3,0.346,0.78,0.803,2
0.576,32,0.169,0.23,3,0.269,0.657,0.578,2
0.472,13,0.083,0.192,3,0,0.547,0.417,5
0.229,10,0.038,0.08,4,0.259,0.736,0.697,3
0.153,14,0.142,0.099,4,0,0.657,0.936,4
0.159,10,0.145,0.103,4,0.043,0.776,0.878,3
0.208,10,0.126,0.03,4,0.251,0.756,0.869,3
0.132,1,0.177,0.159,4,0.03,0.339,0.392,4
0.125,1,0.175,0.155,4,0.021,0.575,0.431,4
0.129,17,0.174,0.152,4,0,0.701,0.908,4
0.125,17,0.173,0.144,4,0.021,0.654,0.944,4
0.216,2,0.2,0.131,4,0.365,0.299,0.328,4
0.211,3,0.179,0.103,4,0.298,0.346,0.422,4
0.203,3,0.173,0.095,4,0.259,0.319,0.406,4
0.186,3,0.162,0.08,4,0.185,0.618,0.528,4
0.171,3,0.148,0.059,4,0.096,0.264,0.389,4
0.165,3,0.145,0.056,4,0.089,0.248,0.369,4
0.159,3,0.143,0.053,4,0.077,0.213,0.336,4
0.151,3,0.141,0.05,4,0.061,0.126,0.3,4
0.141,3,0.14,0.048,4,0.043,0.114,0.292,4
0.126,3,0.136,0.043,4,0,0.433,0.264,4
0.132,4,0.127,0.043,4,0,0.543,0.014,4
0.21,10,0.115,0.044,4,0.24,0.378,0.05,3
0.206,10,0.114,0.042,4,0.243,0.429,0.031,3
0.189,10,0.114,0.044,4,0.192,0.354,0.061,3
0.187,10,0.116,0.056,4,0.077,0.614,0.978,3
0.199,10,0.121,0.072,4,0,0.587,0.997,3
0.241,5,0.139,0.101,4,0.177,0.724,0.786,6
0.229,5,0.16,0.112,4,0.096,0.421,0.075,6
0.089,3,0.068,0.083,4,0,0.37,0.347,4
0.618,29,0.292,0.507,1,0.129,0.701,0.592,1
0.547,31,0.229,0.171,3,0.319,0.76,0.767,2
0.216,10,0.018,0.042,4,0.215,0.602,0.475,4
0.155,14,0.145,0.095,4,0,0.736,0.878,4
0.218,10,0.167,0.092,4,0.192,0.724,0.917,3
0.228,10,0.15,0.067,4,0.236,0.748,0.892,3
0.133,1,0.174,0.165,4,0.021,0.445,0.403,4
0.128,17,0.171,0.159,4,0,0.681,0.933,4
0.135,17,0.17,0.155,4,0.021,0.661,0.947,4
0.149,10,0.169,0.143,4,0.048,0.154,0.119,3
0.223,2,0.203,0.14,4,0.369,0.323,0.367,4
0.218,2,0.206,0.136,4,0.357,0.319,0.353,4
0.209,2,0.2,0.128,4,0.336,0.449,0.339,4
0.207,2,0.197,0.124,4,0.327,0.567,0.447,4
0.207,2,0.191,0.117,4,0.308,0.606,0.517,4
0.208,3,0.188,0.113,4,0.298,0.524,0.483,4
0.202,3,0.182,0.105,4,0.279,0.386,0.422,4
0.185,3,0.171,0.09,4,0.211,0.339,0.358,4
0.178,3,0.165,0.083,4,0.173,0.539,0.481,4
0.179,3,0.163,0.079,4,0.155,0.587,0.514,4
0.18,3,0.16,0.075,4,0.137,0.516,0.486,4
0.175,3,0.156,0.069,4,0.107,0.327,0.411,4
0.158,3,0.149,0.059,4,0.068,0.299,0.408,4
0.153,3,0.147,0.056,4,0.061,0.276,0.392,4
0.148,3,0.145,0.054,4,0.048,0.181,0.35,4
0.13,3,0.142,0.049,4,0.021,0.303,0.314,4
0.141,10,0.131,0.047,4,0.021,0.323,0.064,3
0.136,10,0.131,0.049,4,0,0.48,0.044,4
0.231,6,0.122,0.045,4,0.185,0.311,0.172,3
0.196,10,0.118,0.041,4,0.173,0.441,0.033,3
0.205,10,0.127,0.073,4,0.03,0.744,0.903,3
0.229,5,0.134,0.088,4,0.107,0.724,0.917,6
0.246,6,0.153,0.098,4,0.221,0.63,0.964,6
0.09,3,0.072,0.088,4,0,0.413,0.361,4
0.111,10,0.047,0.068,4,0.061,0.697,0.928,6
0.482,31,0.251,0.107,3,0.228,0.413,0.228,5
0.566,31,0.057,0.214,3,0.298,0.65,0.689,2
0.214,10,0.021,0.042,4,0.193,0.626,0.525,4
0.216,10,0.024,0.046,4,0.193,0.764,0.7,3
0.154,14,0.143,0.09,4,0,0.709,0.839,4
0.181,10,0.157,0.101,4,0.089,0.752,0.906,3
0.222,6,0.144,0.05,4,0.271,0.378,0.294,3
0.131,1,0.172,0.173,4,0,0.472,0.45,4
0.131,17,0.168,0.165,4,0,0.693,0.928,4
0.135,17,0.167,0.163,4,0.021,0.72,0.919,4
0.167,10,0.165,0.147,4,0.077,0.287,0.1,3
0.219,2,0.2,0.142,4,0.352,0.37,0.314,4
0.214,2,0.202,0.138,4,0.339,0.382,0.281,4
0.206,2,0.2,0.126,4,0.308,0.504,0.147,3
0.174,10,0.169,0.085,4,0.163,0.425,0.269,4
0.172,3,0.166,0.081,4,0.144,0.52,0.439,4
0.171,3,0.161,0.074,4,0.107,0.421,0.439,4
0.161,3,0.157,0.068,4,0.077,0.24,0.392,4
0.154,3,0.155,0.065,4,0.061,0.268,0.403,4
0.149,3,0.153,0.062,4,0.048,0.311,0.419,4
0.139,3,0.149,0.057,4,0.03,0.248,0.389,4
0.132,3,0.147,0.055,4,0.021,0.272,0.361,4
0.141,1,0.135,0.055,4,0,0.697,0.925,4
0.224,6,0.138,0.067,4,0.125,0.795,0.622,3
0.229,5,0.136,0.082,4,0.096,0.803,0.864,6
0.237,5,0.14,0.09,4,0.136,0.665,0.933,6
0.236,5,0.142,0.092,4,0.155,0.677,0.847,6
0.24,6,0.146,0.092,4,0.192,0.713,0.847,6
0.249,6,0.156,0.094,4,0.232,0.681,0.922,6
0.09,14,0.073,0.09,4,0,0.626,0.972,4
0.092,14,0.069,0.087,4,0.021,0.709,0.917,6
0.093,4,0.018,0.053,4,0.089,0.362,0.128,6
0.502,13,0.241,0.127,3,0.298,0.303,0.308,5
0.493,13,0.246,0.12,3,0.262,0.421,0.3,5
0.489,31,0.306,0.102,3,0.137,0.787,0.661,5
0.164,10,0.148,0.088,4,0.021,0.862,0.833,3
0.198,10,0.164,0.104,4,0.136,0.764,0.9,3
0.231,10,0.173,0.092,4,0.231,0.795,0.878,3
0.219,10,0.138,0.03,4,0.198,0.685,0.922,3
0.223,6,0.135,0.023,4,0.173,0.673,0.919,3
0.136,17,0.189,0.181,4,0.043,0.583,0.478,4
0.135,17,0.187,0.182,4,0.043,0.634,0.528,4
0.137,1,0.185,0.182,4,0.043,0.681,0.564,4
0.126,17,0.168,0.176,4,0,0.583,0.453,4
0.127,17,0.167,0.174,4,0.021,0.654,0.656,4
0.137,17,0.164,0.168,4,0.021,0.776,0.892,4
0.164,10,0.16,0.153,4,0.089,0.713,0.919,3
0.158,10,0.162,0.151,4,0.086,0.433,0.031,3
0.206,10,0.197,0.12,4,0.269,0.516,0.036,3
0.194,10,0.182,0.101,4,0.224,0.437,0.064,3
0.17,10,0.17,0.084,4,0.136,0.331,0.228,4
0.164,10,0.165,0.077,4,0.096,0.406,0.383,4
0.16,3,0.163,0.074,4,0.077,0.299,0.364,4
0.153,3,0.16,0.071,4,0.061,0.228,0.353,4
0.146,3,0.158,0.068,4,0.048,0.24,0.369,4
0.136,3,0.155,0.063,4,0.021,0.358,0.408,4
0.126,4,0.15,0.056,4,0,0.646,0.939,4
0.206,6,0.131,0.058,4,0,0.539,0.064,4
0.249,6,0.157,0.089,4,0.259,0.717,0.883,6
0.094,14,0.074,0.093,4,0.021,0.717,0.906,6
0.103,10,0.065,0.086,4,0.048,0.811,0.869,6
0.098,5,0.041,0.064,4,0.089,0.906,0.675,3
0.137,5,0.057,0.074,4,0.173,0.929,0.706,3
0.684,39,0.552,0.4,1,0.048,0.366,0.153,7
0.68,39,0.548,0.402,1,0.03,0.374,0.172,7
0.647,22,0.413,0.48,1,0.03,0.461,0.336,1
0.544,30,0.038,0.113,1,0.172,0.61,0.975,2
0.477,13,0.318,0.095,3,0.077,0.783,0.622,5
0.482,13,0.314,0.098,3,0.091,0.744,0.617,5
0.229,11,0.013,0.023,4,0.163,0.465,0.322,3
0.226,11,0.015,0.026,4,0.156,0.39,0.286,3
0.213,10,0.025,0.039,4,0.15,0.52,0.294,4
0.227,2,0.039,0.059,4,0.15,0.661,0.575,3
0.219,10,0.172,0.105,4,0.183,0.772,0.897,3
0.145,1,0.173,0.172,4,0.021,0.417,0.406,4
0.142,1,0.175,0.176,4,0,0.504,0.436,4
0.142,1,0.18,0.184,4,0,0.693,0.564,4
0.147,1,0.183,0.184,4,0.021,0.724,0.578,4
0.135,17,0.191,0.184,4,0.021,0.567,0.394,4
0.134,17,0.184,0.186,4,0.021,0.642,0.925,4
0.139,1,0.177,0.188,4,0.043,0.783,0.656,4
0.134,1,0.168,0.187,4,0.021,0.374,0.356,4
0.126,17,0.165,0.182,4,0,0.539,0.308,4
0.128,17,0.164,0.18,4,0.021,0.654,0.906,4
0.13,17,0.162,0.176,4,0.043,0.795,0.842,4
0.161,10,0.157,0.164,4,0.086,0.307,0.111,3
0.166,10,0.158,0.155,4,0.107,0.484,0.019,3
0.177,10,0.163,0.156,4,0.137,0.646,0.947,3
0.191,10,0.167,0.158,4,0.183,0.705,0.925,3
0.195,10,0.168,0.158,4,0.198,0.701,0.928,3
0.199,10,0.183,0.1,4,0.198,0.402,0.122,4
0.195,10,0.18,0.096,4,0.183,0.335,0.178,4
0.151,10,0.164,0.074,4,0.048,0.201,0.292,4
0.142,3,0.162,0.071,4,0.03,0.197,0.306,4
0.135,3,0.16,0.069,4,0.021,0.315,0.336,4
0.131,3,0.158,0.066,4,0,0.476,0.353,4
0.13,3,0.157,0.064,4,0,0.543,0.172,4
0.129,4,0.155,0.062,4,0,0.618,0.981,4
0.154,10,0.143,0.064,4,0,0.74,0.889,4
0.208,16,0.136,0.06,4,0.021,0.72,0.875,4
0.112,10,0.033,0.066,4,0.163,0.406,0.058,6
0.149,2,0.066,0.086,4,0.236,0.618,0.514,3
0.654,23,0.438,0.466,1,0.043,0.575,0.397,1
0.213,10,0.027,0.04,4,0.129,0.543,0.317,4
0.234,10,0.178,0.102,4,0.211,0.752,0.906,3
0.228,6,0.144,0.03,4,0.152,0.626,0.961,3
0.145,1,0.174,0.168,4,0.021,0.378,0.336,4
0.142,1,0.176,0.172,4,0,0.488,0.369,4
0.141,17,0.179,0.176,4,0,0.567,0.375,4
0.14,17,0.181,0.181,4,0.021,0.575,0.344,4
0.138,17,0.184,0.185,4,0,0.614,0.506,4
0.139,17,0.186,0.188,4,0,0.689,0.564,4
0.135,17,0.187,0.189,4,0,0.646,0.95,4
0.137,17,0.18,0.19,4,0,0.618,0.981,4
0.139,17,0.178,0.19,4,0,0.559,0.036,4
0.136,17,0.176,0.191,4,0.021,0.567,0.106,4
0.137,17,0.174,0.192,4,0.021,0.713,0.647,4
0.126,17,0.161,0.186,4,0,0.654,0.661,4
0.13,17,0.16,0.184,4,0.021,0.713,0.831,4
0.13,17,0.159,0.182,4,0.043,0.705,0.881,4
0.134,17,0.158,0.18,4,0.061,0.827,0.822,4
0.182,10,0.156,0.159,4,0.136,0.626,0.953,3
0.22,10,0.18,0.162,4,0.356,0.728,0.903,3
0.223,10,0.2,0.131,4,0.251,0.488,0.056,3
0.21,10,0.192,0.109,4,0.192,0.394,0.161,4
0.188,3,0.181,0.095,4,0.152,0.276,0.314,4
0.168,3,0.174,0.086,4,0.096,0.283,0.272,4
0.164,3,0.172,0.083,4,0.077,0.287,0.297,4
0.141,3,0.166,0.074,4,0.021,0.189,0.303,4
0.133,3,0.164,0.072,4,0,0.378,0.303,4
0.134,4,0.159,0.066,4,0.021,0.697,0.928,3
0.234,6,0.135,0.021,4,0.168,0.417,0.083,3
0.23,6,0.135,0.023,4,0.152,0.39,0.103,3
0.211,6,0.139,0.054,4,0,0.465,0.147,4
0.21,16,0.14,0.058,4,0.021,0.705,0.85,4
0.1,14,0.08,0.101,4,0,0.732,0.894,4
0.675,39,0.54,0.414,1,0.03,0.362,0.172,7
0.485,13,0.259,0.123,3,0.211,0.421,0.272,5
0.467,13,0.318,0.101,3,0.048,0.827,0.644,5
0.563,32,0.045,0.198,3,0.228,0.709,0.664,2
0.218,4,0.048,0.065,4,0.11,0.504,0.442,3
0.158,14,0.145,0.073,4,0,0.665,0.933,4
0.246,6,0.177,0.086,4,0.299,0.508,0.075,3
0.149,17,0.151,0.115,4,0,0.63,0.528,4
0.151,17,0.153,0.119,4,0,0.673,0.553,4
0.155,1,0.155,0.123,4,0,0.657,0.547,4
0.143,1,0.178,0.169,4,0,0.425,0.286,4
0.14,17,0.182,0.177,4,0.021,0.622,0.983,4
0.137,17,0.192,0.192,4,0.021,0.717,0.667,4
0.138,17,0.186,0.193,4,0,0.638,0.964,4
0.14,17,0.184,0.193,4,0,0.661,0.947,4
0.137,17,0.172,0.195,4,0,0.433,0.117,4
0.136,17,0.17,0.196,4,0,0.563,0.125,4
0.135,17,0.168,0.197,4,0,0.587,0.442,4
0.135,17,0.166,0.198,4,0.021,0.594,0.478,4
0.132,17,0.162,0.196,4,0.021,0.39,0.358,4
0.128,17,0.16,0.194,4,0,0.437,0.375,4
0.126,17,0.157,0.189,4,0,0.732,0.786,4
0.13,17,0.156,0.187,4,0.021,0.744,0.831,4
0.136,17,0.153,0.183,4,0.048,0.823,0.786,4
0.218,10,0.172,0.171,4,0.328,0.724,0.914,3
0.227,6,0.196,0.133,4,0.232,0.492,0.144,4
0.223,10,0.201,0.125,4,0.211,0.48,0.222,4
0.22,3,0.203,0.122,4,0.203,0.437,0.253,4
0.19,3,0.187,0.101,4,0.152,0.236,0.333,4
0.173,3,0.18,0.092,4,0.107,0.252,0.333,4
0.152,3,0.174,0.083,4,0.048,0.213,0.347,4
0.144,3,0.172,0.08,4,0.03,0.189,0.339,4
0.137,3,0.17,0.078,4,0.021,0.272,0.325,4
0.171,10,0.152,0.08,4,0,0.665,0.947,4
0.178,1,0.153,0.089,4,0,0.717,0.881,4
0.179,1,0.154,0.085,4,0,0.744,0.789,4
0.1,3,0.085,0.107,4,0,0.665,0.914,4
0.116,10,0.07,0.095,4,0.068,0.799,0.875,6
0.124,10,0.032,0.069,4,0.136,0.406,0.05,6
0.089,10,0.032,0.067,4,0.021,0.161,0.158,3
0.658,23,0.481,0.448,1,0,0.575,0.406,1
0.602,29,0.181,0.449,1,0.298,0.496,0.442,1
0.503,23,0.034,0.304,1,0,0.508,0.147,2
0.478,31,0.267,0.119,3,0.163,0.409,0.281,5
0.464,31,0.278,0.107,3,0.091,0.429,0.3,5
0.21,10,0.033,0.043,4,0.086,0.551,0.419,4
0.215,4,0.048,0.062,4,0.086,0.488,0.444,3
0.167,4,0.115,0.059,4,0,0.516,0.442,4
0.166,4,0.118,0.059,4,0,0.634,0.528,4
0.232,6,0.158,0.049,4,0.204,0.445,0.125,3
0.149,17,0.157,0.12,4,0.021,0.598,0.022,4
0.148,17,0.16,0.128,4,0,0.618,0.519,4
0.145,1,0.179,0.165,4,0.021,0.354,0.297,4
0.143,17,0.181,0.169,4,0,0.575,0.061,4
0.146,17,0.186,0.177,4,0.03,0.598,0.978,4
0.141,17,0.188,0.197,4,0.021,0.673,0.911,4
0.135,17,0.162,0.202,4,0,0.551,0.075,4
0.134,17,0.16,0.202,4,0,0.469,0.2,4
0.129,17,0.158,0.199,4,0.021,0.362,0.244,4
0.129,17,0.153,0.193,4,0,0.768,0.853,4
0.133,17,0.152,0.191,4,0,0.717,0.881,4
0.133,17,0.151,0.189,4,0.021,0.689,0.853,4
0.136,17,0.149,0.187,4,0.043,0.803,0.753,4
0.18,1,0.144,0.176,4,0.144,0.5,0.033,3
0.177,10,0.143,0.172,4,0.156,0.717,0.919,3
0.224,10,0.158,0.171,4,0.258,0.654,0.95,3
0.235,6,0.188,0.142,4,0.243,0.445,0.186,4
0.226,6,0.193,0.135,4,0.215,0.425,0.317,4
0.223,3,0.196,0.131,4,0.203,0.465,0.375,4
0.217,3,0.201,0.124,4,0.183,0.409,0.378,4
0.213,3,0.203,0.121,4,0.173,0.402,0.383,4
0.205,3,0.198,0.114,4,0.155,0.335,0.369,4
0.2,3,0.196,0.11,4,0.144,0.287,0.35,4
0.194,3,0.193,0.107,4,0.136,0.232,0.328,4
0.173,3,0.186,0.098,4,0.107,0.287,0.356,4
0.168,3,0.184,0.095,4,0.091,0.252,0.356,4
0.161,3,0.181,0.092,4,0.077,0.22,0.344,4
0.156,10,0.159,0.067,4,0,0.594,0.989,3
0.184,10,0.158,0.085,4,0,0.634,0.961,4
0.186,10,0.159,0.08,4,0,0.646,0.958,4
0.186,10,0.16,0.076,4,0,0.669,0.936,4
0.2,1,0.155,0.056,4,0.021,0.74,0.633,3
0.241,6,0.146,0.028,4,0.077,0.913,0.764,3
0.211,16,0.147,0.052,4,0,0.602,0.011,4
0.1,3,0.091,0.113,4,0,0.602,0.025,4
0.102,14,0.087,0.11,4,0,0.732,0.892,4
0.141,10,0.042,0.077,4,0.168,0.441,0.039,6
0.134,10,0.038,0.074,4,0.137,0.374,0.075,6
0.092,10,0.045,0.075,4,0.048,0.701,0.928,6
0.107,5,0.061,0.085,4,0.152,0.858,0.667,3
0.455,31,0.287,0.104,3,0.048,0.39,0.325,2
0.459,31,0.346,0.09,3,0.061,0.528,0.022,2
0.21,10,0.042,0.052,4,0.064,0.697,0.575,3
0.17,14,0.111,0.055,4,0,0.453,0.35,4
0.164,14,0.124,0.055,4,0,0.638,0.569,4
0.17,4,0.131,0.057,4,0,0.61,0.522,4
0.15,17,0.156,0.109,4,0,0.65,0.931,4
0.157,17,0.159,0.117,4,0.021,0.618,0.967,4
0.147,17,0.164,0.129,4,0,0.465,0.125,4
0.144,17,0.166,0.133,4,0,0.642,0.575,4
0.148,17,0.168,0.137,4,0.021,0.756,0.608,4
0.154,1,0.17,0.141,4,0.021,0.72,0.575,4
0.146,17,0.185,0.17,4,0,0.724,0.911,4
0.163,10,0.17,0.202,4,0.048,0.339,0.058,3
0.139,17,0.158,0.206,4,0.021,0.453,0.067,4
0.132,17,0.155,0.203,4,0,0.346,0.128,4
0.128,17,0.151,0.199,4,0.021,0.689,0.931,4
0.136,17,0.148,0.195,4,0,0.654,0.947,4
0.135,17,0.147,0.193,4,0.021,0.602,0.011,4
0.135,17,0.145,0.191,4,0.03,0.764,0.764,4
0.183,10,0.139,0.176,4,0.177,0.709,0.922,3
0.205,10,0.14,0.172,4,0.195,0.457,0.028,3
0.234,6,0.175,0.159,4,0.289,0.697,0.725,4
0.237,6,0.18,0.152,4,0.258,0.65,0.625,4
0.228,6,0.187,0.141,4,0.213,0.331,0.331,4
0.213,3,0.198,0.126,4,0.163,0.398,0.394,4
0.209,3,0.2,0.123,4,0.155,0.374,0.389,4
0.205,3,0.203,0.12,4,0.144,0.362,0.389,4
0.2,3,0.201,0.116,4,0.136,0.331,0.383,4
0.195,3,0.199,0.113,4,0.125,0.307,0.372,4
0.183,3,0.194,0.107,4,0.11,0.256,0.317,4
0.17,3,0.189,0.101,4,0.091,0.26,0.289,4
0.163,3,0.187,0.098,4,0.077,0.228,0.3,4
0.156,3,0.185,0.095,4,0.061,0.217,0.317,4
0.137,3,0.179,0.087,4,0.021,0.382,0.294,4
0.196,10,0.162,0.063,4,0,0.717,0.869,4
0.198,1,0.16,0.059,4,0,0.728,0.867,4
0.201,1,0.159,0.055,4,0,0.732,0.861,4
0.203,1,0.157,0.051,4,0,0.72,0.861,4
0.256,6,0.149,0.015,4,0.116,0.634,0.525,3
0.252,6,0.148,0.009,4,0.152,0.417,0.325,3
0.229,6,0.148,0.026,4,0.048,0.5,0.25,3
0.216,6,0.15,0.043,4,0,0.425,0.358,4
0.213,16,0.15,0.047,4,0,0.61,0.011,4
0.135,10,0.039,0.076,4,0.091,0.382,0.153,3
0.087,1,0.041,0.076,4,0,0.453,0.169,4
0.093,10,0.046,0.078,4,0.043,0.819,0.867,6
0.098,10,0.048,0.079,4,0.061,0.748,0.903,6
0.487,13,0.265,0.134,3,0.185,0.362,0.297,5
0.542,32,0.046,0.185,3,0.077,0.76,0.647,2
0.206,10,0.04,0.048,4,0.043,0.516,0.411,4
0.173,4,0.107,0.053,4,0,0.382,0.386,4
0.183,1,0.153,0.034,4,0.021,0.5,0.478,4
0.151,17,0.159,0.106,4,0,0.654,0.861,4
0.153,17,0.16,0.11,4,0,0.78,0.858,4
0.16,17,0.161,0.114,4,0.021,0.811,0.872,4
0.149,17,0.17,0.134,4,0,0.421,0.05,4
0.147,17,0.174,0.142,4,0,0.634,0.603,4
0.149,17,0.18,0.154,4,0,0.579,0.492,4
0.147,17,0.187,0.166,4,0,0.728,0.906,4
0.166,10,0.164,0.207,4,0.064,0.272,0.092,3
0.14,10,0.144,0.198,4,0,0.567,0.036,4
0.236,10,0.149,0.179,4,0.275,0.673,0.942,3
0.231,6,0.169,0.165,4,0.289,0.555,0.417,4
0.233,6,0.174,0.157,4,0.258,0.665,0.55,4
0.234,6,0.176,0.153,4,0.243,0.626,0.522,4
0.22,3,0.186,0.139,4,0.183,0.354,0.358,4
0.215,3,0.189,0.136,4,0.168,0.374,0.369,4
0.208,3,0.194,0.129,4,0.144,0.378,0.394,4
0.199,3,0.2,0.122,4,0.125,0.358,0.392,4
0.195,3,0.203,0.119,4,0.116,0.327,0.381,4
0.189,3,0.202,0.116,4,0.107,0.319,0.378,4
0.185,3,0.2,0.113,4,0.096,0.327,0.372,4
0.18,3,0.198,0.109,4,0.089,0.327,0.356,4
0.146,3,0.187,0.095,4,0.03,0.252,0.314,4
0.136,3,0.183,0.09,4,0,0.52,0.228,4
0.137,4,0.181,0.088,4,0,0.697,0.894,4
0.154,10,0.171,0.077,4,0.048,0.803,0.722,3
0.201,10,0.167,0.08,4,0.043,0.539,0.997,3
0.209,1,0.16,0.046,4,0,0.72,0.906,4
0.228,6,0.152,0.025,4,0.03,0.465,0.372,3
0.217,16,0.153,0.038,4,0,0.437,0.3,4
0.231,10,0.158,0.059,4,0.061,0.744,0.894,6
0.235,5,0.16,0.067,4,0.096,0.736,0.867,6
0.105,3,0.102,0.125,4,0,0.551,0.181,4
0.135,10,0.076,0.104,4,0.096,0.768,0.897,6
0.089,1,0.044,0.08,4,0,0.358,0.283,4
0.667,23,0.523,0.436,1,0.048,0.504,0.217,7
0.598,23,0.262,0.53,1,0.258,0.634,0.528,1
0.514,32,0.255,0.153,3,0.243,0.386,0.283,2
0.462,31,0.285,0.118,3,0.077,0.417,0.353,5
0.556,32,0.182,0.223,3,0.089,0.661,0.55,2
0.173,4,0.107,0.05,4,0,0.343,0.342,4
0.17,14,0.11,0.049,4,0,0.602,0.031,4
0.17,10,0.132,0.048,4,0.043,0.484,0.047,3
0.183,1,0.159,0.038,4,0,0.378,0.369,4
0.177,17,0.157,0.038,4,0,0.579,0.456,4
0.178,1,0.157,0.039,4,0,0.669,0.608,4
0.182,1,0.156,0.045,4,0.021,0.634,0.531,4
0.184,1,0.156,0.048,4,0.021,0.602,0.517,4
0.179,17,0.156,0.056,4,0,0.567,0.403,4
0.177,17,0.156,0.059,4,0,0.571,0.386,4
0.178,1,0.156,0.063,4,0,0.642,0.536,4
0.151,17,0.162,0.103,4,0,0.5,0.206,4
0.152,17,0.163,0.107,4,0,0.72,0.803,4
0.156,10,0.175,0.139,4,0.021,0.339,0.058,3
0.134,17,0.137,0.198,4,0.021,0.677,0.708,4
0.14,17,0.136,0.197,4,0.03,0.843,0.7,4
0.243,10,0.147,0.184,4,0.305,0.618,0.975,3
0.234,6,0.163,0.17,4,0.289,0.315,0.242,4
0.228,6,0.165,0.167,4,0.273,0.413,0.339,4
0.226,6,0.168,0.163,4,0.258,0.531,0.464,4
0.226,3,0.171,0.159,4,0.243,0.63,0.531,4
0.23,6,0.173,0.156,4,0.228,0.646,0.536,4
0.216,3,0.183,0.142,4,0.168,0.346,0.364,4
0.212,3,0.186,0.138,4,0.152,0.37,0.367,4
0.203,3,0.191,0.131,4,0.125,0.346,0.369,4
0.19,3,0.2,0.122,4,0.096,0.331,0.372,4
0.185,3,0.203,0.118,4,0.089,0.315,0.372,4
0.18,3,0.203,0.115,4,0.077,0.339,0.383,4
0.171,3,0.199,0.109,4,0.064,0.358,0.386,4
0.161,3,0.194,0.104,4,0.048,0.165,0.325,4
0.144,3,0.19,0.099,4,0.021,0.303,0.322,4
0.243,6,0.157,0.017,4,0.086,0.744,0.6,3
0.241,6,0.156,0.004,4,0.091,0.421,0.306,3
0.219,16,0.157,0.033,4,0,0.512,0.189,4
0.237,5,0.164,0.064,4,0.107,0.717,0.881,6
0.106,3,0.107,0.127,4,0.021,0.469,0.242,4
0.107,14,0.104,0.127,4,0,0.693,0.908,4
0.11,14,0.1,0.124,4,0.021,0.74,0.9,6
0.131,10,0.085,0.113,4,0.077,0.827,0.856,6
0.143,10,0.078,0.107,4,0.107,0.78,0.892,6
0.148,10,0.075,0.105,4,0.125,0.752,0.906,6
0.164,10,0.063,0.095,4,0.203,0.622,0.972,6
0.137,1,0.048,0.085,4,0.077,0.213,0.331,3
0.112,1,0.046,0.084,4,0.03,0.154,0.361,3
0.668,23,0.523,0.44,1,0.043,0.476,0.197,7
0.621,22,0.393,0.515,1,0.116,0.13,0.267,1
0.601,22,0.229,0.497,1,0.283,0.685,0.569,1
0.493,13,0.266,0.146,3,0.183,0.28,0.311,5
0.474,13,0.277,0.133,3,0.125,0.374,0.339,5
0.475,13,0.27,0.149,3,0,0.795,0.703,1
0.197,10,0.057,0.066,4,0,0.602,0.472,4
0.197,10,0.06,0.07,4,0,0.634,0.531,4
0.172,14,0.11,0.047,4,0,0.587,0.05,4
0.176,10,0.149,0.051,4,0.064,0.709,0.914,3
0.18,17,0.163,0.042,4,0,0.484,0.306,4
0.178,17,0.162,0.042,4,0.021,0.63,0.972,6
0.181,17,0.161,0.043,4,0,0.661,0.944,4
0.178,17,0.16,0.047,4,0,0.618,0.992,4
0.178,17,0.16,0.049,4,0,0.685,0.897,4
0.179,17,0.16,0.051,4,0,0.654,0.944,4
