"Elevation","Soil_Type","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Horizontal_Distance_To_Hydrology","Hillshade_3pm","Aspect","Cover_Type"
0.52,31,0.131,0.296,3,0,0.598,0.008,2
0.587,32,0.431,0.183,3,0.086,0.594,0.442,2
0.25,10,0.156,0.16,4,0,0.539,0.056,4
0.57,29,0.079,0.15,1,0.396,0.386,0.233,2
0.593,32,0.275,0.319,3,0.319,0.72,0.894,2
0.551,13,0.206,0.044,3,0.211,0.913,0.694,2
0.246,10,0.134,0.021,4,0.198,0.791,0.869,3
0.589,12,0.802,0.74,1,0.559,0.571,0.069,2
0.671,23,0.596,0.391,1,0.313,0.575,0.406,1
0.407,11,0.1,0.176,3,0.426,0.52,0.439,3
0.547,32,0.227,0.333,3,0.28,0.626,0.525,2
0.559,32,0.281,0.108,3,0.258,0.626,0.972,2
0.226,2,0.018,0.151,3,0.107,0.366,0.275,3
0.631,33,0.342,0.217,3,0.163,0.898,0.686,2
0.587,23,0.208,0.134,1,0.021,0.465,0.172,1
0.653,30,0.196,0.335,1,0.021,0.445,0.364,1
0.464,12,0.339,0.255,1,0.107,0.579,0.417,2
0.652,24,0.568,0.139,3,0.152,0.587,0.997,1
0.645,29,0.482,0.44,1,0.211,0.5,0.147,1
0.65,29,0.524,0.655,1,0.129,0.575,0.397,1
0.371,20,0.051,0.175,1,0,0.5,0.125,2
0.654,22,0.808,0.428,1,0.231,0.823,0.656,2
0.494,24,0.627,0.687,1,0.173,0.512,0.381,2
0.683,31,0.251,0.182,3,0.219,0.555,0.083,1
0.628,23,0.067,0.293,1,0.043,0.61,0.5,1
0.118,1,0.051,0.076,4,0.219,0.197,0.211,3
0.696,39,0.19,0.359,1,0.043,0.929,0.733,1
0.609,23,0.247,0.176,1,0.304,0.504,0.256,1
0.641,23,0.284,0.275,1,0.021,0.638,0.95,1
0.489,23,0.166,0.198,3,0.03,0.618,0.978,5
0.635,31,0.234,0.39,3,0.258,0.563,0.039,1
0.596,29,0.836,0.524,1,0.624,0.728,0.703,2
0.441,12,0.339,0.237,1,0.203,0.622,0.517,2
0.402,12,0.06,0.205,1,0.048,0.476,0.281,2
0.383,29,0.196,0.719,1,0.043,0.457,0.342,2
0.391,33,0.187,0.188,3,0.077,0.736,0.897,6
0.471,12,0.461,0.84,1,0.064,0.559,0.467,2
0.606,32,0.105,0.152,3,0.156,0.724,0.631,2
0.472,11,0.254,0.141,3,0.24,0.657,0.944,5
0.579,22,0.061,0.148,1,0,0.469,0.242,1
0.729,39,0.489,0.207,1,0.279,0.732,0.822,1
0.589,32,0.404,0.04,3,0.125,0.72,0.714,1
0.589,29,0.093,0.199,1,0.021,0.362,0.367,1
0.674,22,0.31,0.133,1,0.064,0.441,0.122,1
0.57,33,0.221,0.316,3,0.258,0.622,0.981,2
0.393,13,0.157,0.275,3,0.116,0.898,0.794,6
0.658,22,0.122,0.318,1,0.152,0.543,0.422,1
0.363,4,0.204,0.051,3,0.077,0.272,0.408,3
0.528,33,0.236,0.37,3,0.136,0.583,0.989,2
0.478,12,0.466,0.733,1,0.168,0.559,0.056,2
0.701,23,0.102,0.109,2,0.429,0.685,0.792,1
0.576,32,0.413,0.114,3,0.682,0.535,0.05,2
0.49,30,0.385,0.352,1,0.15,0.583,0.478,2
0.303,10,0.015,0.166,3,0.021,0.508,0.142,6
0.601,29,0.098,0.103,1,0.107,0.307,0.314,1
0.69,31,0.262,0.157,3,0.344,0.575,0.083,1
0.612,29,0.13,0.36,1,0.414,0.228,0.375,1
0.625,23,0.143,0.247,1,0.064,0.638,0.556,1
0.629,29,0.518,0.58,1,0.089,0.37,0.314,1
0.765,39,0.495,0.105,1,0.292,0.669,0.553,1
0.306,10,0.128,0.085,4,0.116,0.413,0.108,6
0.616,29,0.653,0.414,1,0.245,0.65,0.953,1
0.419,29,0.157,0.282,1,0.183,0.488,0.303,2
0.56,20,0.705,0.841,1,0.064,0.602,0,2
0.575,33,0.379,0.334,3,0.125,0.756,0.875,1
0.285,10,0.097,0.184,3,0.03,0.642,0.961,6
0.733,38,0.809,0.101,1,0.096,0.5,0.067,1
0.609,29,0.943,0.408,1,0.173,0.555,0.067,2
0.527,32,0.197,0.149,3,0.461,0.583,0.044,2
0.682,22,0.842,0.22,1,0.11,0.669,0.661,1
0.491,20,0.463,0.685,1,0,0.512,0.131,2
0.745,32,0.286,0.348,2,0.428,0.65,0.875,1
0.558,30,0.769,0.363,1,0.325,0.646,0.556,2
0.371,2,0.279,0.299,3,0.043,0.488,0.111,6
0.678,23,0.576,0.303,1,0.628,0.5,0.294,1
0.405,12,0.27,0.7,1,0.048,0.685,0.931,2
0.696,38,0.496,0.511,1,0.043,0.52,0.239,7
0.675,23,0.079,0.328,3,0.432,0.551,0.419,2
0.679,31,0.481,0.329,3,0.043,0.551,0.053,1
0.587,23,0.379,0.297,3,0,0.551,0.056,1
0.94,40,0.738,0.47,3,0.686,0.689,0.925,7
0.659,23,0.091,0.272,2,0.11,0.547,0.025,1
0.665,23,0.518,0.23,1,0.03,0.72,0.828,1
0.665,29,0.481,0.651,1,0.048,0.571,0.375,1
0.493,20,0.541,0.877,1,0,0.606,0,2
0.429,33,0.182,0.269,3,0.173,0.547,0.014,2
0.242,10,0.143,0.125,4,0.048,0.76,0.894,6
0.544,12,0.408,0.24,1,0.243,0.524,0.386,2
0.484,17,0.309,0.239,3,0.53,0.583,0.469,5
0.589,32,0.446,0.13,3,0.048,0.764,0.817,1
0.55,22,0.063,0.133,2,0.064,0.697,0.897,1
0.293,4,0.121,0.132,3,0.03,0.807,0.678,3
0.448,10,0.26,0.285,3,0.251,0.764,0.856,6
0.542,29,0.6,0.708,1,0.089,0.705,0.9,2
0.64,31,0.202,0.253,3,0.091,0.457,0.181,1
0.625,32,0.165,0.374,3,0.198,0.587,0.036,1
0.714,38,0.761,0.07,1,0.236,0.559,0.094,1
0.73,33,0.085,0.067,2,0.299,0.693,0.925,1
0.344,10,0.199,0.25,3,0,0.622,0.981,6
0.625,33,0.317,0.328,3,0.334,0.362,0.119,1
0.691,40,0.43,0.504,1,0.435,0.555,0.042,1
0.371,3,0.158,0.161,3,0.173,0.843,0.678,3
0.695,40,0.534,0.494,3,0.245,0.571,0.994,7
0.256,10,0.207,0.051,4,0.107,0.783,0.833,6
0.557,29,0.607,0.284,1,0.308,0.681,0.906,2
0.322,4,0.273,0.03,3,0.129,0.752,0.589,3
0.506,29,0.383,0.266,1,0.129,0.579,0.047,2
0.522,29,0.464,0.316,1,0.173,0.516,0.064,2
0.514,29,0.353,0.354,1,0.273,0.528,0.339,2
0.679,32,0.184,0.326,3,0.652,0.642,0.925,1
0.363,11,0.21,0.384,3,0.061,0.571,0.022,6
0.532,8,0.648,0.654,1,0.317,0.669,0.672,2
0.355,18,0.164,0.567,1,0.283,0.484,0.208,2
0.592,30,0.823,0.251,1,0.271,0.776,0.653,2
0.548,33,0.075,0.12,3,0.423,0.098,0.25,2
0.682,22,0.093,0.244,2,0.245,0.685,0.928,1
0.707,22,0.543,0.213,3,0.327,0.76,0.889,1
0.198,6,0.072,0.057,4,0.279,0.063,0.278,3
0.642,30,0.439,0.438,1,0.243,0.449,0.372,1
0.558,29,0.072,0.084,1,0.048,0.303,0.2,1
0.755,38,0.209,0.127,3,0.122,0.638,0.933,7
0.726,31,0.219,0.395,3,0.759,0.732,0.858,1
0.672,32,0.337,0.2,3,0.211,0.441,0.336,1
0.552,24,0.836,0.55,1,0.107,0.657,0.828,2
0.643,24,0.553,0.115,3,0.228,0.65,0.953,1
0.657,24,0.114,0.271,3,0.405,0.685,0.908,1
0.734,38,0.106,0.605,2,0.352,0.689,0.639,1
0.699,32,0.035,0.118,3,0.173,0.614,0.478,1
0.387,2,0.093,0.211,3,0.334,0.496,0.342,3
0.784,35,0.301,0.206,1,0.387,0.35,0.228,7
0.688,30,0.216,0.365,1,0.192,0.343,0.308,1
0.448,23,0.219,0.152,3,0.03,0.693,0.853,5
0.647,32,0.423,0.233,3,0.893,0.567,0.35,2
0.565,29,0.758,0.219,1,0.172,0.488,0.244,2
0.501,13,0.311,0.133,3,0.107,0.453,0.414,5
0.513,29,0.433,0.369,1,0.155,0.587,0.025,2
0.637,23,0.381,0.132,1,0.155,0.638,0.922,1
0.719,39,0.288,0.297,3,0.107,0.362,0.206,7
0.599,29,0.559,0.368,1,0.136,0.516,0.15,1
0.538,23,0.672,0.28,1,0.021,0.724,0.825,5
0.476,12,0.496,0.861,1,0.043,0.496,0.375,2
0.581,32,0.166,0.29,3,0.144,0.508,0.214,2
0.33,18,0.09,0.502,1,0.301,0.528,0.175,2
0.682,33,0.169,0.258,2,0.258,0.409,0.403,1
0.678,23,0.264,0.059,3,0.469,0.709,0.903,1
0.696,22,0.105,0.355,1,0.349,0.437,0.131,1
0.089,1,0.031,0.058,4,0.125,0.272,0.192,3
0.771,35,0.279,0.23,1,0.417,0.508,0.325,7
0.633,24,0.184,0.034,3,0.198,0.547,0.042,1
0.696,22,0.421,0.044,3,0.213,0.559,0.433,1
0.547,30,0.542,0.729,1,0.136,0.421,0.353,2
0.681,22,0.13,0.134,1,0.308,0.378,0.078,1
0.597,23,0.083,0.12,3,0,0.618,0.506,1
0.594,29,0.56,0.61,1,0.349,0.591,0.039,1
0.264,10,0.144,0.145,4,0.301,0.717,0.919,6
0.665,29,0.402,0.726,1,0.03,0.539,0.183,1
0.733,39,0.254,0.428,1,0.336,0.614,0.983,1
0.664,29,0.806,0.253,1,0.243,0.48,0.269,1
0.689,23,0.59,0.268,1,0.11,0.406,0.267,1
0.727,23,0.585,0.284,1,0.451,0.685,0.589,7
0.674,22,0.785,0.318,1,0.156,0.571,0.069,1
0.736,38,0.419,0.296,1,0,0.598,0.022,7
0.5,31,0.271,0.232,3,0.204,0.524,0.072,2
0.4,11,0.189,0.226,3,0.064,0.484,0.369,3
0.676,23,0.434,0.175,3,0.048,0.72,0.681,1
0.627,33,0.36,0.415,3,0.336,0.65,0.539,2
0.665,29,0.477,0.518,1,0.516,0.559,0.125,1
0.518,23,0.689,0.213,1,0,0.744,0.781,5
0.563,32,0.265,0.353,3,0.336,0.618,0.508,2
0.643,29,0.279,0.27,1,0.048,0.693,0.892,1
0.558,29,0.576,0.768,1,0.068,0.579,0.039,2
0.435,32,0.358,0.201,3,0.28,0.555,0.058,5
0.314,20,0.073,0.107,3,0.064,0.358,0.136,6
0.68,22,0.565,0.185,1,0.021,0.681,0.897,1
0.46,12,0.221,0.228,1,0.077,0.469,0.103,2
0.648,31,0.406,0.279,3,0.144,0.433,0.186,1
0.285,10,0.097,0.187,4,0.357,0.327,0.219,6
0.614,23,0.073,0.215,3,0.195,0.657,0.928,1
0.678,22,0.852,0.212,1,0.152,0.654,0.603,1
0.761,23,0.154,0.097,2,0.745,0.606,0.989,1
0.505,12,0.47,0.408,1,0.329,0.516,0.369,2
0.658,24,0.179,0.163,2,0.043,0.713,0.847,1
0.751,23,0.644,0.616,3,0.048,0.472,0.194,7
0.518,13,0.477,0.203,3,0.279,0.764,0.594,2
0.447,31,0.146,0.131,3,0.107,0.583,0.031,2
0.708,23,0.472,0.227,3,0.125,0.713,0.6,1
0.44,11,0.213,0.295,3,0.136,0.728,0.856,5
0.65,30,0.382,0.506,1,0.299,0.606,0,1
0.64,29,0.921,0.305,1,0.061,0.65,0.539,2
0.45,29,0.107,0.382,1,0.382,0.457,0.175,2
0.542,29,0.797,0.275,1,0.435,0.622,0.978,2
0.558,30,0.687,0.394,1,0.319,0.539,0.439,2
0.666,23,0.588,0.471,1,0.043,0.705,0.858,1
0.338,6,0.034,0.253,4,0.204,0.689,0.814,3
0.418,29,0.211,0.582,1,0.289,0.417,0.175,2
0.563,31,0.24,0.105,3,0.193,0.685,0.922,2
0.558,29,0.801,0.771,1,0.395,0.795,0.719,2
0.76,38,0.699,0.423,3,0.417,0.65,0.953,7
0.709,32,0.158,0.406,3,0.58,0.713,0.631,1
0.683,24,0.291,0.374,3,0.503,0.457,0.192,1
0.465,12,0.445,0.765,1,0.021,0.547,0.153,2
0.648,23,0.628,0.27,1,0.183,0.563,0.289,1
0.4,20,0.164,0.454,1,0,0.449,0.122,2
0.524,13,0.292,0.095,3,0.192,0.283,0.411,5
0.59,22,0.193,0.357,3,0.048,0.831,0.814,1
0.478,23,0.187,0.159,3,0.048,0.642,0.906,5
0.697,23,0.146,0.297,3,0.537,0.622,0.983,1
0.531,30,0.536,0.716,1,0.086,0.382,0.253,2
0.66,29,0.56,0.541,1,0.423,0.575,0.431,1
0.692,22,0.823,0.133,1,0.107,0.591,0.047,1
0.607,23,0.193,0.119,1,0,0.524,0.081,1
0.665,22,0.169,0.05,1,0.258,0.406,0.083,1
0.573,29,0.828,0.872,1,0.593,0.669,0.722,2
0.293,10,0.136,0.142,4,0.11,0.713,0.903,6
0.272,10,0.149,0.163,4,0.077,0.795,0.875,6
0.745,39,0.575,0.581,1,0.107,0.138,0.167,7
0.675,29,0.832,0.405,1,0.349,0.724,0.669,2
0.698,33,0.258,0.387,3,0.584,0.382,0.106,1
0.696,32,0.518,0.302,3,0.319,0.429,0.294,1
0.637,32,0.412,0.064,3,0.394,0.74,0.8,1
0.51,12,0.424,0.376,1,0.077,0.421,0.328,2
0.558,30,0.664,0.793,1,0.125,0.591,0.45,2
0.593,29,0.828,0.724,1,0.429,0.709,0.75,2
0.591,12,0.797,0.746,1,0.452,0.591,0.25,2
0.563,12,0.487,0.16,1,0.357,0.709,0.625,2
0.594,23,0.288,0.202,1,0.089,0.488,0.319,1
0.412,29,0.273,0.627,1,0.091,0.547,0.017,2
0.641,30,0.886,0.179,1,0.558,0.756,0.686,2
0.497,12,0.362,0.465,1,0.251,0.594,0.064,2
0.158,10,0.077,0.091,4,0.089,0.929,0.772,3
0.394,23,0.102,0.248,1,0.152,0.563,0.136,2
0.633,22,0.396,0.506,1,0.091,0.185,0.278,1
0.432,31,0.185,0.227,3,0,0.429,0.089,2
0.343,10,0.097,0.165,4,0.243,0.764,0.897,3
0.4,29,0.194,0.897,1,0.048,0.469,0.422,2
0.668,23,0.308,0.09,3,0.327,0.504,0.125,1
0.753,40,0.526,0.48,3,0.334,0.594,0.989,7
0.626,23,0.205,0.292,3,0.122,0.693,0.881,1
0.693,33,0.402,0.394,3,0.472,0.382,0.378,1
0.519,29,0.351,0.341,1,0.298,0.606,0.019,2
0.674,38,0.575,0.174,1,0.116,0.638,0.944,1
0.669,24,0.301,0.357,3,0.334,0.531,0.047,1
0.699,22,0.8,0.199,1,0.183,0.665,0.789,1
0.249,10,0.063,0.073,3,0.03,0.413,0.142,6
0.555,33,0.375,0.21,3,0.576,0.594,0.508,2
0.689,33,0.233,0.208,2,0.228,0.528,0.414,1
0.518,32,0.295,0.139,3,0.177,0.539,0.442,5
0.665,33,0.274,0.062,3,0.496,0.693,0.894,1
0.681,24,0.069,0.189,2,0.292,0.705,0.911,1
0.626,32,0.418,0.077,3,0.352,0.756,0.8,1
0.341,6,0.115,0.109,4,0.198,0.732,0.847,6
0.472,33,0.09,0.124,3,0.304,0.272,0.278,5
0.692,33,0.257,0.325,3,0.13,0.307,0.142,1
0.41,4,0.334,0.141,3,0.211,0.547,0.45,3
0.556,33,0.347,0.233,3,0.107,0.488,0.444,2
0.496,31,0.156,0.323,3,0.021,0.437,0.139,2
0.448,12,0.259,0.382,1,0.107,0.488,0.256,2
0.519,30,0.832,0.609,1,0.096,0.346,0.408,2
0.796,40,0.338,0.18,1,0.611,0.563,0.161,1
0.653,22,0.712,0.439,1,0.224,0.354,0.186,1
0.447,10,0.207,0.204,3,0.043,0.571,0.017,5
0.817,39,0.606,0.481,3,0.472,0.539,0.044,7
0.563,32,0.353,0.27,3,0.211,0.701,0.864,2
0.673,29,0.849,0.436,1,0.392,0.657,0.603,2
0.176,10,0.056,0.092,4,0.251,0.28,0.083,3
0.634,23,0.643,0.246,1,0.125,0.547,0.281,1
0.66,29,0.475,0.661,1,0.03,0.496,0.189,1
0.319,4,0.268,0.033,3,0.107,0.803,0.611,3
0.41,12,0.134,0.389,1,0.304,0.512,0.358,2
0.692,32,0.609,0.164,3,0.183,0.65,0.956,1
0.382,29,0.215,0.719,1,0.048,0.406,0.383,2
0.511,29,0.437,0.365,1,0.228,0.492,0.194,2
0.61,31,0.266,0.164,3,0.258,0.457,0.156,1
0.592,32,0.169,0.343,3,0.674,0.476,0.097,2
0.524,33,0.179,0.366,3,0.413,0.465,0.103,2
0.616,23,0.379,0.104,3,0.334,0.689,0.919,1
0.31,3,0.204,0.14,3,0.048,0,0.222,3
0.669,29,0.188,0.311,1,0.152,0.776,0.847,1
0.61,29,0.25,0.401,1,0.064,0.331,0.264,1
0.527,34,0.138,0.297,3,0.152,0.638,0.944,2
0.517,29,0.234,0.163,1,0.116,0.646,0.956,2
0.523,29,0.553,0.124,1,0.173,0.732,0.892,2
0.605,23,0.105,0.222,1,0.064,0.614,0.492,1
0.722,39,0.525,0.222,1,0.299,0.362,0.244,7
0.084,3,0.062,0.087,4,0,0.614,0.525,4
0.699,31,0.411,0.459,3,0.487,0.563,0.05,1
0.671,23,0.292,0.25,3,0.125,0.429,0.217,1
0.647,23,0.565,0.042,3,0,0.571,0.086,1
0.691,29,0.227,0.393,1,0.163,0.402,0.339,1
0.355,16,0.179,0.71,1,0,0.5,0.358,2
0.632,33,0.358,0.433,3,0.322,0.665,0.55,2
0.579,32,0.184,0.191,3,0.261,0.646,0.542,2
0.613,24,0.247,0.51,3,0.24,0.382,0.158,1
0.683,32,0.279,0.337,3,0.442,0.61,0.994,1
0.44,12,0.33,0.816,1,0.365,0.559,0.222,2
0.692,23,0.207,0.364,2,0.573,0.65,0.919,1
0.353,33,0.117,0.213,3,0.107,0.283,0.1,6
0.591,33,0.105,0.17,3,0.24,0.252,0.281,1
0.5,29,0.285,0.298,1,0.298,0.579,0.183,2
0.644,29,0.571,0.623,1,0.354,0.567,0.039,1
0.493,29,0.047,0.206,1,0.215,0.343,0.122,5
0.563,29,0.772,0.415,1,0.237,0.677,0.569,2
0.714,33,0.284,0.289,3,0.13,0.516,0.036,1
0.661,23,0.215,0.025,3,0.215,0.65,0.908,1
0.417,12,0.147,0.279,1,0.107,0.634,0.967,2
0.537,29,0.373,0.274,1,0.31,0.453,0.086,2
0.543,12,0.534,0.659,1,0.152,0.567,0.386,2
0.475,20,0.472,0.913,1,0.061,0.583,0.281,2
0.578,29,0.417,0.075,1,0.043,0.602,0.25,1
0.569,12,0.611,0.27,1,0.323,0.634,0.95,2
0.628,32,0.437,0.071,3,0.275,0.705,0.75,1
0.584,29,0.653,0.502,1,0.346,0.587,0.003,1
0.555,29,0.675,0.454,1,0.021,0.512,0.156,1
0.728,38,0.507,0.295,1,0.236,0.579,0.028,7
0.23,10,0.036,0.186,4,0.116,0.949,0.811,3
0.679,23,0.439,0.578,1,0.048,0.717,0.883,1
0.596,29,0.904,0.45,1,0.125,0.559,0.392,2
0.671,31,0.222,0.211,3,0.215,0.496,0.211,1
0.682,29,0.426,0.459,1,0.125,0.283,0.375,1
0.564,34,0.417,0.136,3,0.487,0.571,0.075,2
0.589,23,0.334,0.16,3,0.172,0.673,0.928,1
0.64,29,0.741,0.245,1,0.275,0.496,0.272,1
0.692,33,0.495,0.057,3,0.289,0.244,0.364,1
0.583,29,0.394,0.037,1,0.116,0.437,0.289,1
0.534,29,0.102,0.262,1,0.215,0.417,0.164,2
0.562,12,0.65,0.701,1,0.269,0.531,0.183,2
0.125,10,0.11,0.03,4,0.048,0.921,0.767,3
0.547,29,0.642,0.567,1,0.236,0.461,0.194,2
0.571,29,0.145,0.314,1,0.077,0.465,0.286,2
0.645,23,0.131,0.171,3,0.258,0.673,0.75,1
0.607,34,0.455,0.161,3,0.883,0.469,0.283,2
0.715,38,0.222,0.453,2,0.224,0.512,0.389,1
0.667,22,0.213,0.607,2,0.107,0.728,0.589,1
0.67,23,0.407,0.261,1,0.116,0.563,0.161,1
0.411,20,0.184,0.456,1,0.021,0.654,0.95,2
0.491,13,0.257,0.16,3,0.048,0.909,0.706,2
0.657,27,0.322,0.213,3,0.107,0.52,0.464,1
0.637,24,0.198,0.134,3,0.448,0.756,0.858,1
0.689,22,0.835,0.076,1,0.061,0.583,0.028,1
0.46,12,0.288,0.246,1,0.185,0.587,0.094,2
0.593,29,0.403,0.9,1,0.344,0.528,0.147,1
0.64,31,0.498,0.219,3,0.193,0.579,0.022,1
0.605,29,0.221,0.339,1,0.407,0.465,0.3,2
0.453,29,0.076,0.338,1,0.116,0.559,0.458,2
0.398,12,0.161,0.199,1,0.192,0.65,0.947,2
0.345,10,0.131,0.167,4,0.346,0.63,0.972,6
0.488,29,0.741,0.619,1,0.061,0.409,0.392,2
0.617,23,0.478,0.302,1,0.125,0.728,0.861,1
0.476,11,0.258,0.137,3,0.259,0.642,0.958,5
0.753,37,0.497,0.328,1,0.048,0.594,0,7
0.553,30,0.692,0.077,1,0.068,0.429,0.256,2
0.623,22,0.047,0.29,2,0.043,0.622,0.983,1
0.146,1,0.046,0.043,4,0.215,0.213,0.269,3
0.418,32,0.314,0.263,3,0.144,0.547,0.097,6
0.53,29,0.178,0.219,1,0.021,0.591,0.325,2
0.274,6,0.189,0.099,4,0.193,0.433,0.231,3
0.566,29,0.537,0.263,1,0.275,0.551,0.133,2
0.381,4,0.135,0.175,3,0.163,0.685,0.561,3
0.132,10,0.051,0.077,4,0.116,0.732,0.867,3
0.839,40,0.381,0.13,1,0.578,0.48,0.247,1
0.541,30,0.484,0.238,1,0.077,0.417,0.311,2
0.57,31,0.233,0.243,3,0.336,0.693,0.789,2
0.668,32,0.142,0.398,3,0.384,0.728,0.594,2
0.725,23,0.241,0.439,2,0.215,0.547,0.456,1
0.753,38,0.227,0.246,2,0,0.437,0.222,7
0.511,32,0.132,0.36,3,0.173,0.496,0.369,2
0.56,23,0.269,0.536,1,0.03,0.602,0.464,1
0.631,22,0.015,0.142,2,0.116,0.732,0.853,1
0.488,29,0.416,0.589,1,0.068,0.457,0.308,2
0.825,40,0.333,0.225,1,0.581,0.398,0.15,1
0.611,30,0.32,0.18,1,0.021,0.394,0.208,1
0.595,22,0.293,0.463,1,0,0.382,0.111,1
0.492,13,0.299,0.151,3,0.168,0.827,0.631,2
0.501,30,0.606,0.707,1,0.183,0.646,0.536,2
0.395,3,0.2,0.196,3,0.064,0.181,0.231,3
0.438,12,0.204,0.381,1,0.412,0.445,0.208,2
0.667,23,0.138,0.286,2,0.048,0.591,0,1
0.624,22,0.782,0.371,1,0.11,0.744,0.667,2
0.685,22,0.269,0.569,2,0.144,0.819,0.647,1
0.474,29,0.149,0.353,1,0.245,0.484,0.125,2
0.599,32,0.167,0.339,3,0.718,0.52,0.086,2
0.563,30,0.611,0.267,1,0.173,0.433,0.25,2
0.206,2,0.23,0.118,4,0.077,0.799,0.781,6
0.675,22,0.216,0.339,1,0.236,0.362,0.267,1
0.626,23,0.21,0.135,3,0.061,0.728,0.7,1
0.668,30,0.701,0.421,1,0.288,0.366,0.103,1
0.539,29,0.765,0.612,1,0.251,0.76,0.664,2
0.508,29,0.404,0.516,1,0.258,0.535,0.15,2
0.586,13,0.465,0.12,3,0.021,0.831,0.622,2
0.659,31,0.455,0.355,3,0.269,0.681,0.931,1
0.453,12,0.388,0.796,1,0.086,0.614,0.5,2
0.386,29,0.277,0.641,1,0.03,0.697,0.925,2
0.574,23,0.295,0.38,3,0.089,0.453,0.203,1
0.555,12,0.632,0.244,1,0.292,0.465,0.236,2
0.618,32,0.376,0.275,3,0.442,0.646,0.925,1
0.766,38,0.104,0.034,2,0.598,0.449,0.25,7
0.54,32,0.072,0.13,3,0.193,0.551,0.453,5
0.716,39,0.223,0.218,1,0.298,0.445,0.272,7
0.73,22,0.268,0.674,2,0.064,0.472,0.081,1
0.534,29,0.427,0.342,1,0.259,0.465,0.189,2
0.617,29,0.686,0.243,1,0.243,0.535,0.203,1
0.303,3,0.173,0.16,3,0.03,0.756,0.597,3
0.477,28,0.179,0.204,3,0.301,0.886,0.672,2
0.578,32,0.266,0.316,3,0.453,0.697,0.6,2
0.586,29,0.817,0.313,1,0.221,0.705,0.589,2
0.586,29,0.673,0.463,1,0.262,0.311,0.142,1
0.251,10,0.164,0.045,4,0.152,0.843,0.719,6
0.353,29,0.102,0.473,1,0.068,0.453,0.392,2
0.762,40,0.292,0.399,1,0.232,0.48,0.247,7
0.64,29,0.529,0.678,1,0.137,0.457,0.125,1
0.658,23,0.528,0.223,1,0.021,0.587,0.056,1
0.429,23,0.187,0.234,1,0.251,0.394,0.319,2
0.643,23,0.603,0.259,1,0.183,0.575,0.361,1
0.461,13,0.241,0.188,3,0.163,0.921,0.683,2
0.488,12,0.38,0.394,1,0.107,0.37,0.231,2
0.396,2,0.095,0.154,3,0.317,0.614,0,3
0.481,29,0.342,0.355,1,0.334,0.5,0.097,2
0.357,20,0.117,0.291,1,0.021,0.547,0.033,2
0.597,22,0.049,0.234,1,0.273,0.492,0.408,1
0.398,29,0.093,0.287,1,0.144,0.693,0.917,2
0.782,38,0.277,0.081,3,0.366,0.72,0.875,7
0.665,23,0.612,0.458,1,0.068,0.72,0.856,1
0.537,23,0.123,0.327,1,0.144,0.539,0.142,2
0.609,32,0.406,0.232,3,0.163,0.638,0.55,2
0.321,4,0.128,0.186,3,0.144,0.335,0.303,3
0.414,12,0.25,0.923,1,0.107,0.551,0.275,2
0.571,23,0.043,0.17,1,0.192,0.492,0.186,1
0.686,24,0.238,0.092,3,0.562,0.791,0.711,1
0.665,22,0.485,0.435,1,0.064,0.535,0.456,1
0.731,32,0.42,0.47,3,0.347,0.504,0.064,7
0.249,10,0.148,0.112,4,0.116,0.764,0.839,6
0.376,10,0.057,0.219,3,0.137,0.264,0.183,6
0.65,22,0.151,0.269,3,0.236,0.429,0.1,1
0.563,29,0.412,0.899,1,0.043,0.476,0.203,1
0.666,29,0.522,0.584,1,0.396,0.634,0.964,1
0.641,30,0.694,0.413,1,0.313,0.496,0.103,1
0.556,30,0.522,0.208,1,0.228,0.386,0.256,2
0.661,24,0.425,0.394,3,0.412,0.61,0.978,1
0.433,12,0.212,0.306,1,0.086,0.551,0.397,2
0.546,32,0.279,0.274,3,0.173,0.626,0.95,2
0.687,22,0.814,0.206,1,0.043,0.669,0.842,1
0.562,12,0.682,0.823,1,0.091,0.685,0.914,2
0.76,32,0.215,0.332,3,0.38,0.587,0.233,7
0.765,40,0.087,0.105,2,0.258,0.528,0.375,7
0.55,12,0.71,0.894,1,0.193,0.484,0.125,2
0.69,22,0.345,0.176,1,0.089,0.421,0.169,1
0.628,29,0.751,0.19,1,0.258,0.598,0.025,1
0.527,29,0.767,0.535,1,0.251,0.531,0.392,2
0.246,5,0.123,0.208,4,0.021,0.496,0.219,4
0.631,22,0.076,0.124,2,0.15,0.622,0.978,1
0.699,23,0.459,0.234,3,0.203,0.661,0.6,1
0.649,32,0.406,0.036,3,0.455,0.76,0.731,1
0.357,2,0.274,0.239,3,0.155,0.618,0.519,3
0.572,32,0.295,0.346,3,0.107,0.35,0.286,2
0.446,30,0.059,0.35,1,0.096,0.5,0.406,2
0.427,30,0.16,0.426,1,0.125,0.476,0.275,2
0.43,12,0.279,0.868,1,0.152,0.567,0.319,2
0.543,32,0.266,0.339,3,0.168,0.622,0.981,2
0.586,32,0.26,0.303,3,0.357,0.661,0.939,2
0.342,18,0.106,0.507,1,0.279,0.484,0.167,2
0.214,2,0.097,0.078,4,0.136,0.551,0.144,3
0.583,23,0.409,0.18,1,0.107,0.535,0.2,1
0.711,38,0.538,0.534,1,0.048,0.547,0.111,7
0.509,22,0.372,0.317,3,0.021,0.705,0.883,1
0.696,33,0.246,0.196,2,0.262,0.417,0.397,1
